sid,impd,date,gear,grid,effort
87624,MGSL,6/8/2021,Catfish Electro,35,0.083333333
87617,MGSL,6/8/2021,Catfish Electro,44,0.083333333
87619,MGSL,6/8/2021,Catfish Electro,54,0.083333333
87618,MGSL,6/8/2021,Catfish Electro,56,0.083333333
87623,MGSL,6/8/2021,Catfish Electro,60,0.083333333
87679,MGSL,6/14/2021,Catfish Electro,20,0.083333333
87678,MGSL,6/14/2021,Catfish Electro,23,0.083333333
87677,MGSL,6/14/2021,Catfish Electro,32,0.083333333
87680,MGSL,6/14/2021,Catfish Electro,35,0.083333333
87676,MGSL,6/14/2021,Catfish Electro,44,0.083333333
87675,MGSL,6/14/2021,Catfish Electro,54,0.083333333
87673,MGSL,6/14/2021,Catfish Electro,56,0.083333333
87674,MGSL,6/14/2021,Catfish Electro,60,0.083333333
87954,MGSL,6/22/2021,Catfish Electro,20,0.083333333
87953,MGSL,6/22/2021,Catfish Electro,23,0.083333333
87952,MGSL,6/22/2021,Catfish Electro,32,0.083333333
87955,MGSL,6/22/2021,Catfish Electro,35,0.083333333
87956,MGSL,6/22/2021,Catfish Electro,44,0.083333333
87951,MGSL,6/22/2021,Catfish Electro,54,0.083333333
87957,MGSL,6/22/2021,Catfish Electro,56,0.083333333
87958,MGSL,6/22/2021,Catfish Electro,60,0.083333333
88115,MGSL,7/6/2021,Catfish Electro,20,0.083333333
88114,MGSL,7/6/2021,Catfish Electro,23,0.083333333
88112,MGSL,7/6/2021,Catfish Electro,32,0.083333333
88118,MGSL,7/6/2021,Catfish Electro,35,0.083333333
88113,MGSL,7/6/2021,Catfish Electro,44,0.083333333
88111,MGSL,7/6/2021,Catfish Electro,54,0.083333333
88116,MGSL,7/6/2021,Catfish Electro,56,0.083333333
88117,MGSL,7/6/2021,Catfish Electro,60,0.083333333
88317,MGSL,7/12/2021,Catfish Electro,20,0.083333333
88316,MGSL,7/12/2021,Catfish Electro,23,0.083333333
88314,MGSL,7/12/2021,Catfish Electro,32,0.083333333
88312,MGSL,7/12/2021,Catfish Electro,35,0.083333333
88315,MGSL,7/12/2021,Catfish Electro,44,0.083333333
88313,MGSL,7/12/2021,Catfish Electro,54,0.083333333
88318,MGSL,7/12/2021,Catfish Electro,56,0.083333333
88319,MGSL,7/12/2021,Catfish Electro,60,0.083333333
88469,MGSL,7/20/2021,Catfish Electro,20,0.083333333
88468,MGSL,7/20/2021,Catfish Electro,23,0.083333333
88466,MGSL,7/20/2021,Catfish Electro,32,0.083333333
88464,MGSL,7/20/2021,Catfish Electro,35,0.083333333
88467,MGSL,7/20/2021,Catfish Electro,44,0.083333333
88465,MGSL,7/20/2021,Catfish Electro,54,0.083333333
88470,MGSL,7/20/2021,Catfish Electro,56,0.083333333
88471,MGSL,7/20/2021,Catfish Electro,60,0.083333333
88681,MGSL,8/2/2021,Catfish Electro,20,0.083333333
88680,MGSL,8/2/2021,Catfish Electro,23,0.083333333
88678,MGSL,8/2/2021,Catfish Electro,32,0.083333333
88677,MGSL,8/2/2021,Catfish Electro,35,0.083333333
88679,MGSL,8/2/2021,Catfish Electro,44,0.083333333
88676,MGSL,8/2/2021,Catfish Electro,54,0.083333333
88675,MGSL,8/2/2021,Catfish Electro,56,0.083333333
88682,MGSL,8/2/2021,Catfish Electro,60,0.083333333
88827,MGSL,8/12/2021,Catfish Electro,20,0.083333333
88826,MGSL,8/12/2021,Catfish Electro,23,0.083333333
88823,MGSL,8/12/2021,Catfish Electro,32,0.083333333
88821,MGSL,8/12/2021,Catfish Electro,35,0.083333333
88822,MGSL,8/12/2021,Catfish Electro,44,0.083333333
88820,MGSL,8/12/2021,Catfish Electro,54,0.083333333
88824,MGSL,8/12/2021,Catfish Electro,56,0.083333333
88825,MGSL,8/12/2021,Catfish Electro,60,0.083333333
89014,MGSL,8/17/2021,Catfish Electro,20,0.083333333
89016,MGSL,8/17/2021,Catfish Electro,23,0.083333333
89015,MGSL,8/17/2021,Catfish Electro,32,0.083333333
89017,MGSL,8/17/2021,Catfish Electro,35,0.083333333
89018,MGSL,8/17/2021,Catfish Electro,44,0.083333333
89013,MGSL,8/17/2021,Catfish Electro,54,0.083333333
89019,MGSL,8/17/2021,Catfish Electro,56,0.083333333
89021,MGSL,8/17/2021,Catfish Electro,60,0.083333333
87630,NOSL,6/9/2021,Catfish Electro,13,0.083333333
87627,NOSL,6/9/2021,Catfish Electro,24,0.083333333
87631,NOSL,6/9/2021,Catfish Electro,26,0.083333333
87629,NOSL,6/9/2021,Catfish Electro,29,0.083333333
87626,NOSL,6/9/2021,Catfish Electro,32,0.083333333
87632,NOSL,6/9/2021,Catfish Electro,43,0.083333333
87628,NOSL,6/9/2021,Catfish Electro,45,0.083333333
87625,NOSL,6/9/2021,Catfish Electro,48,0.083333333
87686,NOSL,6/14/2021,Catfish Electro,13,0.083333333
87683,NOSL,6/14/2021,Catfish Electro,24,0.083333333
87688,NOSL,6/14/2021,Catfish Electro,26,0.083333333
87685,NOSL,6/14/2021,Catfish Electro,29,0.083333333
87682,NOSL,6/14/2021,Catfish Electro,32,0.083333333
87687,NOSL,6/14/2021,Catfish Electro,43,0.083333333
87684,NOSL,6/14/2021,Catfish Electro,45,0.083333333
87681,NOSL,6/14/2021,Catfish Electro,48,0.083333333
87964,NOSL,6/22/2021,Catfish Electro,13,0.083333333
87961,NOSL,6/22/2021,Catfish Electro,24,0.083333333
87960,NOSL,6/22/2021,Catfish Electro,26,0.083333333
87963,NOSL,6/22/2021,Catfish Electro,29,0.083333333
87959,NOSL,6/22/2021,Catfish Electro,32,0.083333333
87965,NOSL,6/22/2021,Catfish Electro,43,0.083333333
87962,NOSL,6/22/2021,Catfish Electro,45,0.083333333
87966,NOSL,6/22/2021,Catfish Electro,48,0.083333333
88108,NOSL,7/6/2021,Catfish Electro,13,0.083333333
88106,NOSL,7/6/2021,Catfish Electro,24,0.083333333
88105,NOSL,7/6/2021,Catfish Electro,26,0.083333333
88107,NOSL,7/6/2021,Catfish Electro,29,0.083333333
88104,NOSL,7/6/2021,Catfish Electro,32,0.083333333
88109,NOSL,7/6/2021,Catfish Electro,43,0.083333333
88103,NOSL,7/6/2021,Catfish Electro,45,0.083333333
88110,NOSL,7/6/2021,Catfish Electro,48,0.083333333
88309,NOSL,7/12/2021,Catfish Electro,13,0.083333333
88304,NOSL,7/12/2021,Catfish Electro,24,0.083333333
88307,NOSL,7/12/2021,Catfish Electro,26,0.083333333
88308,NOSL,7/12/2021,Catfish Electro,29,0.083333333
88306,NOSL,7/12/2021,Catfish Electro,32,0.083333333
88310,NOSL,7/12/2021,Catfish Electro,43,0.083333333
88305,NOSL,7/12/2021,Catfish Electro,45,0.083333333
88311,NOSL,7/12/2021,Catfish Electro,48,0.083333333
88478,NOSL,7/20/2021,Catfish Electro,13,0.083333333
88474,NOSL,7/20/2021,Catfish Electro,24,0.083333333
88476,NOSL,7/20/2021,Catfish Electro,26,0.083333333
88477,NOSL,7/20/2021,Catfish Electro,29,0.083333333
88472,NOSL,7/20/2021,Catfish Electro,32,0.083333333
88479,NOSL,7/20/2021,Catfish Electro,43,0.083333333
88473,NOSL,7/20/2021,Catfish Electro,45,0.083333333
88480,NOSL,7/20/2021,Catfish Electro,48,0.083333333
88688,NOSL,8/2/2021,Catfish Electro,13,0.083333333
88685,NOSL,8/2/2021,Catfish Electro,24,0.083333333
88686,NOSL,8/2/2021,Catfish Electro,26,0.083333333
88687,NOSL,8/2/2021,Catfish Electro,29,0.083333333
88684,NOSL,8/2/2021,Catfish Electro,32,0.083333333
88689,NOSL,8/2/2021,Catfish Electro,43,0.083333333
88683,NOSL,8/2/2021,Catfish Electro,45,0.083333333
88690,NOSL,8/2/2021,Catfish Electro,48,0.083333333
88834,NOSL,8/12/2021,Catfish Electro,13,0.083333333
88831,NOSL,8/12/2021,Catfish Electro,24,0.083333333
88828,NOSL,8/12/2021,Catfish Electro,26,0.083333333
88833,NOSL,8/12/2021,Catfish Electro,29,0.083333333
88830,NOSL,8/12/2021,Catfish Electro,32,0.083333333
88829,NOSL,8/12/2021,Catfish Electro,43,0.083333333
88832,NOSL,8/12/2021,Catfish Electro,45,0.083333333
88835,NOSL,8/12/2021,Catfish Electro,48,0.083333333
89028,NOSL,8/17/2021,Catfish Electro,13,0.083333333
89024,NOSL,8/17/2021,Catfish Electro,24,0.083333333
89026,NOSL,8/17/2021,Catfish Electro,26,0.083333333
89027,NOSL,8/17/2021,Catfish Electro,29,0.083333333
89023,NOSL,8/17/2021,Catfish Electro,32,0.083333333
89029,NOSL,8/17/2021,Catfish Electro,43,0.083333333
89025,NOSL,8/17/2021,Catfish Electro,45,0.083333333
89022,NOSL,8/17/2021,Catfish Electro,48,0.083333333
87832,SGCA,6/8/2021,Catfish Electro,19,0.083333333
87812,SGCA,6/8/2021,Catfish Electro,21,0.083333333
87827,SGCA,6/8/2021,Catfish Electro,24,0.083333333
87829,SGCA,6/8/2021,Catfish Electro,28,0.083333333
87811,SGCA,6/8/2021,Catfish Electro,38,0.083333333
87813,SGCA,6/8/2021,Catfish Electro,58,0.083333333
87830,SGCA,6/8/2021,Catfish Electro,73,0.083333333
87817,SGCA,6/8/2021,Catfish Electro,81,0.083333333
87825,SGCA,6/8/2021,Catfish Electro,86,0.083333333
87824,SGCA,6/8/2021,Catfish Electro,89,0.083333333
87820,SGCA,6/8/2021,Catfish Electro,94,0.083333333
87815,SGCA,6/8/2021,Catfish Electro,99,0.083333333
87822,SGCA,6/8/2021,Catfish Electro,110,0.083333333
87818,SGCA,6/8/2021,Catfish Electro,119,0.083333333
87821,SGCA,6/8/2021,Catfish Electro,138,0.083333333
87854,SGCA,6/14/2021,Catfish Electro,19,0.083333333
87855,SGCA,6/14/2021,Catfish Electro,21,0.083333333
87865,SGCA,6/14/2021,Catfish Electro,24,0.083333333
87866,SGCA,6/14/2021,Catfish Electro,28,0.083333333
87853,SGCA,6/14/2021,Catfish Electro,38,0.083333333
87856,SGCA,6/14/2021,Catfish Electro,58,0.083333333
87867,SGCA,6/14/2021,Catfish Electro,73,0.083333333
87858,SGCA,6/14/2021,Catfish Electro,81,0.083333333
87864,SGCA,6/14/2021,Catfish Electro,86,0.083333333
87863,SGCA,6/14/2021,Catfish Electro,89,0.083333333
87860,SGCA,6/14/2021,Catfish Electro,94,0.083333333
87857,SGCA,6/14/2021,Catfish Electro,99,0.083333333
87862,SGCA,6/14/2021,Catfish Electro,110,0.083333333
87859,SGCA,6/14/2021,Catfish Electro,119,0.083333333
87861,SGCA,6/14/2021,Catfish Electro,138,0.083333333
88156,SGCA,6/22/2021,Catfish Electro,19,0.083333333
88157,SGCA,6/22/2021,Catfish Electro,21,0.083333333
88167,SGCA,6/22/2021,Catfish Electro,24,0.083333333
88168,SGCA,6/22/2021,Catfish Electro,28,0.083333333
88155,SGCA,6/22/2021,Catfish Electro,38,0.083333333
88158,SGCA,6/22/2021,Catfish Electro,58,0.083333333
88169,SGCA,6/22/2021,Catfish Electro,73,0.083333333
88160,SGCA,6/22/2021,Catfish Electro,81,0.083333333
88166,SGCA,6/22/2021,Catfish Electro,86,0.083333333
88165,SGCA,6/22/2021,Catfish Electro,89,0.083333333
88162,SGCA,6/22/2021,Catfish Electro,94,0.083333333
88159,SGCA,6/22/2021,Catfish Electro,99,0.083333333
88164,SGCA,6/22/2021,Catfish Electro,110,0.083333333
88161,SGCA,6/22/2021,Catfish Electro,119,0.083333333
88163,SGCA,6/22/2021,Catfish Electro,138,0.083333333
88178,SGCA,7/6/2021,Catfish Electro,19,0.083333333
88179,SGCA,7/6/2021,Catfish Electro,21,0.083333333
88189,SGCA,7/6/2021,Catfish Electro,24,0.083333333
88190,SGCA,7/6/2021,Catfish Electro,28,0.083333333
88177,SGCA,7/6/2021,Catfish Electro,38,0.083333333
88180,SGCA,7/6/2021,Catfish Electro,58,0.083333333
88191,SGCA,7/6/2021,Catfish Electro,73,0.083333333
88182,SGCA,7/6/2021,Catfish Electro,81,0.083333333
88188,SGCA,7/6/2021,Catfish Electro,86,0.083333333
88187,SGCA,7/6/2021,Catfish Electro,89,0.083333333
88184,SGCA,7/6/2021,Catfish Electro,94,0.083333333
88181,SGCA,7/6/2021,Catfish Electro,99,0.083333333
88186,SGCA,7/6/2021,Catfish Electro,110,0.083333333
88183,SGCA,7/6/2021,Catfish Electro,119,0.083333333
88185,SGCA,7/6/2021,Catfish Electro,138,0.083333333
88266,SGCA,7/12/2021,Catfish Electro,19,0.083333333
88267,SGCA,7/12/2021,Catfish Electro,21,0.083333333
88277,SGCA,7/12/2021,Catfish Electro,24,0.083333333
88278,SGCA,7/12/2021,Catfish Electro,28,0.083333333
88265,SGCA,7/12/2021,Catfish Electro,38,0.083333333
88268,SGCA,7/12/2021,Catfish Electro,58,0.083333333
88279,SGCA,7/12/2021,Catfish Electro,73,0.083333333
88270,SGCA,7/12/2021,Catfish Electro,81,0.083333333
88276,SGCA,7/12/2021,Catfish Electro,86,0.083333333
88275,SGCA,7/12/2021,Catfish Electro,89,0.083333333
88272,SGCA,7/12/2021,Catfish Electro,94,0.083333333
88269,SGCA,7/12/2021,Catfish Electro,99,0.083333333
88274,SGCA,7/12/2021,Catfish Electro,110,0.083333333
88271,SGCA,7/12/2021,Catfish Electro,119,0.083333333
88273,SGCA,7/12/2021,Catfish Electro,138,0.083333333
88714,SGCA,7/20/2021,Catfish Electro,19,0.083333333
88715,SGCA,7/20/2021,Catfish Electro,21,0.083333333
88725,SGCA,7/20/2021,Catfish Electro,24,0.083333333
88726,SGCA,7/20/2021,Catfish Electro,28,0.083333333
88713,SGCA,7/20/2021,Catfish Electro,38,0.083333333
88716,SGCA,7/20/2021,Catfish Electro,58,0.083333333
88727,SGCA,7/20/2021,Catfish Electro,73,0.083333333
88718,SGCA,7/20/2021,Catfish Electro,81,0.083333333
88724,SGCA,7/20/2021,Catfish Electro,86,0.083333333
88723,SGCA,7/20/2021,Catfish Electro,89,0.083333333
88720,SGCA,7/20/2021,Catfish Electro,94,0.083333333
88717,SGCA,7/20/2021,Catfish Electro,99,0.083333333
88722,SGCA,7/20/2021,Catfish Electro,110,0.083333333
88719,SGCA,7/20/2021,Catfish Electro,119,0.083333333
88721,SGCA,7/20/2021,Catfish Electro,138,0.083333333
88729,SGCA,8/4/2021,Catfish Electro,19,0.083333333
88730,SGCA,8/4/2021,Catfish Electro,21,0.083333333
88740,SGCA,8/4/2021,Catfish Electro,24,0.083333333
88741,SGCA,8/4/2021,Catfish Electro,28,0.083333333
88728,SGCA,8/4/2021,Catfish Electro,38,0.083333333
88731,SGCA,8/4/2021,Catfish Electro,58,0.083333333
88742,SGCA,8/4/2021,Catfish Electro,73,0.083333333
88733,SGCA,8/4/2021,Catfish Electro,81,0.083333333
88739,SGCA,8/4/2021,Catfish Electro,86,0.083333333
88738,SGCA,8/4/2021,Catfish Electro,89,0.083333333
88735,SGCA,8/4/2021,Catfish Electro,94,0.083333333
88732,SGCA,8/4/2021,Catfish Electro,99,0.083333333
88737,SGCA,8/4/2021,Catfish Electro,110,0.083333333
88734,SGCA,8/4/2021,Catfish Electro,119,0.083333333
88736,SGCA,8/4/2021,Catfish Electro,138,0.083333333
88806,SGCA,8/12/2021,Catfish Electro,19,0.083333333
88807,SGCA,8/12/2021,Catfish Electro,21,0.083333333
88817,SGCA,8/12/2021,Catfish Electro,24,0.083333333
88818,SGCA,8/12/2021,Catfish Electro,28,0.083333333
88805,SGCA,8/12/2021,Catfish Electro,38,0.083333333
88808,SGCA,8/12/2021,Catfish Electro,58,0.083333333
88819,SGCA,8/12/2021,Catfish Electro,73,0.083333333
88810,SGCA,8/12/2021,Catfish Electro,81,0.083333333
88816,SGCA,8/12/2021,Catfish Electro,86,0.083333333
88815,SGCA,8/12/2021,Catfish Electro,89,0.083333333
88812,SGCA,8/12/2021,Catfish Electro,94,0.083333333
88809,SGCA,8/12/2021,Catfish Electro,99,0.083333333
88814,SGCA,8/12/2021,Catfish Electro,110,0.083333333
88811,SGCA,8/12/2021,Catfish Electro,119,0.083333333
88813,SGCA,8/12/2021,Catfish Electro,138,0.083333333
89163,SGCA,8/19/2021,Catfish Electro,19,0.083333333
89164,SGCA,8/19/2021,Catfish Electro,21,0.083333333
89174,SGCA,8/19/2021,Catfish Electro,24,0.083333333
89175,SGCA,8/19/2021,Catfish Electro,28,0.083333333
89162,SGCA,8/19/2021,Catfish Electro,38,0.083333333
89165,SGCA,8/19/2021,Catfish Electro,58,0.083333333
89176,SGCA,8/19/2021,Catfish Electro,73,0.083333333
89167,SGCA,8/19/2021,Catfish Electro,81,0.083333333
89173,SGCA,8/19/2021,Catfish Electro,86,0.083333333
89172,SGCA,8/19/2021,Catfish Electro,89,0.083333333
89169,SGCA,8/19/2021,Catfish Electro,94,0.083333333
89166,SGCA,8/19/2021,Catfish Electro,99,0.083333333
89171,SGCA,8/19/2021,Catfish Electro,110,0.083333333
89168,SGCA,8/19/2021,Catfish Electro,119,0.083333333
89170,SGCA,8/19/2021,Catfish Electro,138,0.083333333
87670,WLSL,6/11/2021,Catfish Electro,2,0.083333333
87672,WLSL,6/11/2021,Catfish Electro,9,0.083333333
87662,WLSL,6/11/2021,Catfish Electro,14,0.083333333
87671,WLSL,6/11/2021,Catfish Electro,16,0.083333333
87663,WLSL,6/11/2021,Catfish Electro,20,0.083333333
87669,WLSL,6/11/2021,Catfish Electro,24,0.083333333
87664,WLSL,6/11/2021,Catfish Electro,34,0.083333333
87668,WLSL,6/11/2021,Catfish Electro,43,0.083333333
87666,WLSL,6/11/2021,Catfish Electro,58,0.083333333
87665,WLSL,6/11/2021,Catfish Electro,70,0.083333333
87667,WLSL,6/11/2021,Catfish Electro,76,0.083333333
87884,WLSL,6/17/2021,Catfish Electro,2,0.083333333
87883,WLSL,6/17/2021,Catfish Electro,9,0.083333333
87885,WLSL,6/17/2021,Catfish Electro,14,0.083333333
87882,WLSL,6/17/2021,Catfish Electro,16,0.083333333
87886,WLSL,6/17/2021,Catfish Electro,20,0.083333333
87891,WLSL,6/17/2021,Catfish Electro,24,0.083333333
87887,WLSL,6/17/2021,Catfish Electro,34,0.083333333
87892,WLSL,6/17/2021,Catfish Electro,43,0.083333333
87889,WLSL,6/17/2021,Catfish Electro,58,0.083333333
87888,WLSL,6/17/2021,Catfish Electro,70,0.083333333
87890,WLSL,6/17/2021,Catfish Electro,76,0.083333333
88094,WLSL,7/2/2021,Catfish Electro,2,0.083333333
88093,WLSL,7/2/2021,Catfish Electro,9,0.083333333
88095,WLSL,7/2/2021,Catfish Electro,14,0.083333333
88092,WLSL,7/2/2021,Catfish Electro,16,0.083333333
88096,WLSL,7/2/2021,Catfish Electro,20,0.083333333
88102,WLSL,7/2/2021,Catfish Electro,24,0.083333333
88097,WLSL,7/2/2021,Catfish Electro,34,0.083333333
88101,WLSL,7/2/2021,Catfish Electro,43,0.083333333
88099,WLSL,7/2/2021,Catfish Electro,58,0.083333333
88098,WLSL,7/2/2021,Catfish Electro,70,0.083333333
88100,WLSL,7/2/2021,Catfish Electro,76,0.083333333
88149,WLSL,7/8/2021,Catfish Electro,2,0.083333333
88140,WLSL,7/8/2021,Catfish Electro,9,0.083333333
88141,WLSL,7/8/2021,Catfish Electro,14,0.083333333
88139,WLSL,7/8/2021,Catfish Electro,16,0.083333333
88142,WLSL,7/8/2021,Catfish Electro,20,0.083333333
88148,WLSL,7/8/2021,Catfish Electro,24,0.083333333
88143,WLSL,7/8/2021,Catfish Electro,34,0.083333333
88147,WLSL,7/8/2021,Catfish Electro,43,0.083333333
88144,WLSL,7/8/2021,Catfish Electro,58,0.083333333
88146,WLSL,7/8/2021,Catfish Electro,70,0.083333333
88145,WLSL,7/8/2021,Catfish Electro,76,0.083333333
88454,WLSL,7/19/2021,Catfish Electro,2,0.083333333
88458,WLSL,7/19/2021,Catfish Electro,9,0.083333333
88459,WLSL,7/19/2021,Catfish Electro,14,0.083333333
88453,WLSL,7/19/2021,Catfish Electro,16,0.083333333
88460,WLSL,7/19/2021,Catfish Electro,20,0.083333333
88463,WLSL,7/19/2021,Catfish Electro,24,0.083333333
88461,WLSL,7/19/2021,Catfish Electro,34,0.083333333
88457,WLSL,7/19/2021,Catfish Electro,43,0.083333333
88462,WLSL,7/19/2021,Catfish Electro,58,0.083333333
88455,WLSL,7/19/2021,Catfish Electro,70,0.083333333
88456,WLSL,7/19/2021,Catfish Electro,76,0.083333333
88526,WLSL,7/27/2021,Catfish Electro,2,0.083333333
88525,WLSL,7/27/2021,Catfish Electro,9,0.083333333
88527,WLSL,7/27/2021,Catfish Electro,14,0.083333333
88524,WLSL,7/27/2021,Catfish Electro,16,0.083333333
88528,WLSL,7/27/2021,Catfish Electro,20,0.083333333
88532,WLSL,7/27/2021,Catfish Electro,24,0.083333333
88533,WLSL,7/27/2021,Catfish Electro,34,0.083333333
88531,WLSL,7/27/2021,Catfish Electro,43,0.083333333
88529,WLSL,7/27/2021,Catfish Electro,58,0.083333333
88530,WLSL,7/27/2021,Catfish Electro,70,0.083333333
88534,WLSL,7/27/2021,Catfish Electro,76,0.083333333
88703,WLSL,8/4/2021,Catfish Electro,2,0.083333333
88702,WLSL,8/4/2021,Catfish Electro,9,0.083333333
88704,WLSL,8/4/2021,Catfish Electro,14,0.083333333
88710,WLSL,8/4/2021,Catfish Electro,16,0.083333333
88711,WLSL,8/4/2021,Catfish Electro,20,0.083333333
88712,WLSL,8/4/2021,Catfish Electro,24,0.083333333
88705,WLSL,8/4/2021,Catfish Electro,34,0.083333333
88709,WLSL,8/4/2021,Catfish Electro,43,0.083333333
88707,WLSL,8/4/2021,Catfish Electro,58,0.083333333
88706,WLSL,8/4/2021,Catfish Electro,70,0.083333333
88708,WLSL,8/4/2021,Catfish Electro,76,0.083333333
88867,WLSL,8/13/2021,Catfish Electro,2,0.083333333
88866,WLSL,8/13/2021,Catfish Electro,9,0.083333333
88868,WLSL,8/13/2021,Catfish Electro,14,0.083333333
88875,WLSL,8/13/2021,Catfish Electro,16,0.083333333
88869,WLSL,8/13/2021,Catfish Electro,20,0.083333333
88874,WLSL,8/13/2021,Catfish Electro,24,0.083333333
88870,WLSL,8/13/2021,Catfish Electro,34,0.083333333
88873,WLSL,8/13/2021,Catfish Electro,43,0.083333333
88876,WLSL,8/13/2021,Catfish Electro,58,0.083333333
88871,WLSL,8/13/2021,Catfish Electro,70,0.083333333
88872,WLSL,8/13/2021,Catfish Electro,76,0.083333333
89069,WLSL,8/18/2021,Catfish Electro,2,0.083333333
89068,WLSL,8/18/2021,Catfish Electro,9,0.083333333
89070,WLSL,8/18/2021,Catfish Electro,14,0.083333333
89067,WLSL,8/18/2021,Catfish Electro,16,0.083333333
89075,WLSL,8/18/2021,Catfish Electro,20,0.083333333
89078,WLSL,8/18/2021,Catfish Electro,24,0.083333333
89076,WLSL,8/18/2021,Catfish Electro,34,0.083333333
89074,WLSL,8/18/2021,Catfish Electro,43,0.083333333
89073,WLSL,8/18/2021,Catfish Electro,58,0.083333333
89071,WLSL,8/18/2021,Catfish Electro,70,0.083333333
89077,WLSL,8/18/2021,Catfish Electro,76,0.083333333
